knee_angle,hip_angle,left_knee,right_knee,filename,frame
170.86619291366566,167.86964855561186,170.86619291366566,72.87603282419505,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,749
133.39913813792296,131.60346200154845,120.16192728376318,75.16511917644057,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,750
126.58860807750892,124.92381255546385,106.15701789626686,76.25355846520877,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,751
120.76466354473796,118.96235579720042,97.46888541365409,75.7381165962771,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,752
115.55293910064502,113.53725958050943,89.4943168801804,74.54065064626614,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,753
110.84854758140821,108.5657049850721,82.62219846598742,74.88155926074208,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,754
106.3772981294002,73.662005980536,77.8705480522839,75.15206794171404,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,755
93.11273558356356,90.37904459375001,78.01425509280907,74.29899887020763,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,756
87.01677308416745,83.57508700696569,77.49018978799053,75.14476404965242,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,757
83.04319045912852,79.03873180725056,78.34193952099427,74.96149173032377,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,758
80.93822045044695,76.5021658580096,82.73409535288307,75.19168292700323,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,759
80.86140122818628,76.11522434315762,88.95658232435571,75.43493200701926,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,760
82.77334798062,77.8221794395484,96.00582573302343,76.31089728250039,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,761
86.19669873386296,81.08024241526698,101.83400332498465,79.40569589353323,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,762
89.96570668867176,84.69127223106169,104.39731077647072,82.45887225366091,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,763
94.96482765126544,89.56926322374079,112.48403652614626,87.20523996728998,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,764
100.58941164214396,95.18620389181547,117.71402745714384,90.86525996645209,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,765
106.24726484023687,100.99615372885374,122.33906773953342,94.88211410693513,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,766
111.67413437451236,106.68507137718449,126.94466906428416,99.63535816007136,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,767
116.75750613485594,112.13614093197204,131.5894280554285,105.07691044035715,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,768
121.84121390327114,117.6775505418697,137.419957703891,110.42951531577405,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,769
127.02131745857716,123.41340409697352,140.65803566361296,114.63801177454152,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,770
131.40967751212966,128.4251875435739,143.20255690101376,119.99072775845067,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,771
135.36551098816827,133.00190613367892,145.40486178941396,123.92004184712856,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,772
138.90432928668903,137.08338156293453,147.11079582917893,127.0673493745082,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,773
141.99767494380555,140.6473146307616,148.5980886640998,130.43499216428282,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,774
144.72833763977937,143.72874649967906,150.70406692724524,135.58641125189814,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,775
146.8782257992605,146.15576799375316,152.469174820259,138.61164924790762,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,776
148.77938038260456,148.25688571947063,153.96611774702114,141.397325132971,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,777
150.53664624408364,150.13513671473447,155.5034179313674,143.8395301047873,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,778
152.2582348040806,151.86571064512847,157.45598170939272,145.7445238041993,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,779
153.95118035069987,153.50850595019898,158.96141465551392,147.8720055731327,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,780
155.65354833422762,155.1533454289006,160.51466454879395,149.8150934054735,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,781
157.22109954168482,156.73415067106015,161.67692537944552,152.10006145504704,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,782
158.68680178495717,158.27908906686488,162.7290905231655,153.35091383305283,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,783
160.05950825031712,159.8351406636983,163.575063004541,154.93144762310416,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,784
161.3671660814366,161.50556107518474,164.6570227492038,156.3150211094713,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,785
162.50290841581582,163.1736535183688,165.40617805004698,158.1752360079241,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,786
163.53183115114547,164.828644511585,166.16387380282137,160.10226010972883,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,787
164.4728249136183,166.43421566659438,167.101620886104,161.56668218900157,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,788
165.35062775340538,168.0129528162384,167.8215452579548,162.3018421530405,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,789
166.21731353215313,169.54197941425497,168.79589097439995,163.13885496235125,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,790
167.00766759821622,170.9655378948534,169.10754146698258,164.46162812653893,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,791
167.7662964187073,172.26319196961467,169.96742449264136,166.4016314965858,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,792
168.4801285430056,173.4424870307335,170.4030029201352,167.56332965428857,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,793
169.22230767270815,174.6484413586161,171.35912771073902,168.7348106548543,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,794
169.94086058388135,175.82361678697018,172.13149126431654,169.70437379108793,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,795
170.69988536268266,176.76195928565244,173.13471870956408,171.4468843935822,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,796
171.43018262269783,177.36102477019577,173.90797179450595,172.89998098173567,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,797
172.24092169716045,177.64478171134138,174.78271498822062,174.40275931602906,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,798
172.9771562644988,177.67418713676787,175.12106646400994,174.88026895701591,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,799
173.7064758954236,177.51690136806863,175.50824033660902,175.42539742973742,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,800
174.34068572316542,177.04926073859974,175.79859650493168,176.4502934316166,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,801
174.89144540527792,176.33915033199386,175.98680903910423,177.27509519515115,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,802
175.33839916514907,175.64117842279558,176.26339502866222,177.97555341422284,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,803
175.69601693120845,175.06057614434798,176.41129615692157,178.5510513859426,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,804
175.96029204614553,174.631400180788,176.63264079278017,179.2248763612279,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,805
176.22147448682904,174.23364228064816,176.94934354879425,179.77759712035112,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,806
176.4506073399033,173.8975753618588,177.11217030812904,179.91000964488566,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,807
176.66197930830305,173.63576042882156,177.27820028373,179.846958263386,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,808
176.87072250920434,173.41673890165117,177.44801144541313,179.5719353099174,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,809
177.0637608422992,173.2311823111286,177.61466336032618,179.4954155885322,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,810
177.22939112272812,173.09341117391293,177.57070811992378,179.65778742055684,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,811
177.34008175258074,173.04034159953747,177.4074752017489,179.99824466567492,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,812
177.31208786810683,173.18355147978951,176.7533863574767,178.7482583485782,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,813
177.16447097525517,173.48445957600384,176.07885205816754,177.39847706300483,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,814
176.86367168707721,173.9250004420558,175.1726052664844,175.41647353535754,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,815
176.33926203397934,174.61360651030762,173.77714387372802,173.4138379742485,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,816
175.61121190563452,175.53400336532496,172.5183124619125,171.1773877964747,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,817
174.71277146166344,176.3897338993551,171.28162501212583,168.38355968887737,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,818
173.73895779380254,177.0811809971505,170.59077952672277,166.17090739532594,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,819
172.75200396687413,177.4639212195664,169.84470956897772,164.51351744729126,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,820
171.77585930602368,177.57863692848792,169.2458394322146,162.38136315350545,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,821
170.78915684835206,177.3162976049999,168.2656880627828,160.69521476186645,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,822
169.85916332505818,176.61927815989088,167.2671892106709,159.00237106328038,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,823
168.94555090157533,175.52046179768234,166.12302549753252,157.4684210607485,The_Most_Effective_Squat_Challenge_100_Rep_Fitness_Blender_Squat_Challenge_1080P.mp4,824
