knee_angle,hip_angle,left_knee,right_knee,filename,frame
149.835517314052,176.9301015888692,150.54650920563572,147.4210047416756,y.mp4,0
146.8760518178735,174.6991486620906,149.3989872235704,140.95712082551645,y.mp4,1
144.0390190875962,172.4368413738018,146.99688741028157,135.52792089676424,y.mp4,2
141.47347513126996,170.17363807699806,139.64823497703466,131.2112993059651,y.mp4,3
138.71988530677453,167.54603372099723,130.11129112417242,124.95193618429732,y.mp4,4
136.0420572490508,164.9343097353386,120.38187632875281,119.9750889027084,y.mp4,5
130.69528188784176,159.95788914300525,107.087766002492,114.82260235796524,y.mp4,6
125.48263719726052,154.7515517455558,101.19861944732291,110.93249190760683,y.mp4,7
120.6018893385929,149.61269736207313,99.41599733537686,106.79188581484311,y.mp4,8
115.8685372378702,144.37816400051491,94.51133704385477,102.39445619170534,y.mp4,9
111.23542353298765,138.93810176204917,86.83357495009074,98.77950337178731,y.mp4,10
106.73278491142352,133.82130479909327,84.25882741041617,93.43346583334834,y.mp4,11
102.30600534204144,128.59144333655763,80.73372083626877,88.98763191703397,y.mp4,12
97.85933590892581,123.05811414527737,76.85659061583134,83.69591632615578,y.mp4,13
93.38536862979338,117.3290621051088,67.89496319319768,79.61472095367975,y.mp4,14
88.90083697477328,111.27522043337208,64.01795204819786,75.40016422970257,y.mp4,15
84.45102517197093,105.0888506510923,60.256906993865506,71.24577357208871,y.mp4,16
80.23858228063702,99.05408846126224,57.412200625946355,69.29240313244995,y.mp4,17
76.37631279386925,92.96491178286263,56.15145013307245,66.39757942597392,y.mp4,18
72.68867788727358,87.19343378193483,55.253819139926996,63.17418757086451,y.mp4,19
69.35831124897116,82.11410090068053,53.41611145589114,60.383349858038756,y.mp4,20
66.24124665640728,77.52830464080037,50.959894280520416,57.79526880573256,y.mp4,21
63.36999642056061,73.510405641615,47.770164275370924,55.30141257877592,y.mp4,22
60.844616712388316,70.05928701324983,46.494051256962074,53.568115614882586,y.mp4,23
58.24858519494488,67.00519828126218,44.2475921333775,51.1201825103459,y.mp4,24
55.64175931584434,64.1639507209554,41.29851890473813,48.14979827227018,y.mp4,25
53.16659813169432,61.545240005659586,38.460704531409604,45.84805928181434,y.mp4,26
50.77315566345319,59.046585140482314,35.773075360215934,43.62925258035084,y.mp4,27
